705,532,869
188,496,55
898,3,895
211,315,290
601,295,633
791,797,206
160,901,1000
969,403,579
571,12,848
630,711,289
399,804,178
847,914,593
699,481,675
283,620,88
980,272,205
418,81,818
81,838,938
101,193,198
184,522,793
134,909,736
519,694,154
996,411,961
461,177,903
791,273,54
676,949,167
267,233,913
331,410,685
730,969,724
576,750,772
227,357,2
501,157,388
458,166,439
899,584,321
474,259,732
223,256,171
375,759,816
709,215,509
662,314,224
102,4,62
747,123,737
940,531,491
251,253,755
635,565,337
80,542,898
256,542,385
612,651,770
785,910,287
348,391,145
43,43,178
515,794,385
822,454,514
162,195,932
744,585,345
501,941,803
719,810,837
817,482,683
292,1000,619
295,398,52
603,646,497
82,604,498
340,381,944
756,228,715
666,410,932
736,680,436
751,985,482
342,44,207
969,932,272
522,849,908
901,455,735
461,235,216
463,42,224
404,388,456
73,150,961
188,567,85
634,226,605
223,863,348
576,33,967
740,813,587
568,720,686
235,186,839
823,814,311
58,257,262
112,121,347
255,898,72
953,999,973
780,889,947
255,219,521
969,176,979
89,835,708
274,340,90
980,705,833
799,788,44
8,127,938
728,602,119
434,2,859
106,864,1000
33,603,484
901,724,398
586,34,683
299,87,469
906,41,159
466,437,456
430,937,648
613,425,865
148,611,624
714,383,249
205,569,908
722,563,46
655,196,542
672,265,119
521,474,1000
92,506,845
184,972,555
183,959,707
10,487,658
529,816,387
45,854,914
797,936,219
628,73,955
572,987,486
847,581,207
753,806,474
696,331,569
425,114,951
716,510,414
809,592,272
574,670,600
669,495,806
754,951,156
257,94,127
710,658,824
568,993,448
973,758,967
985,118,485
914,402,546
605,452,740
538,670,908
301,688,190
993,508,697
501,951,153
550,474,270
808,122,227
838,644,340
455,197,493
571,452,783
728,866,694
858,903,547
909,339,595
515,757,88
234,629,543
88,796,540
253,850,125
448,63,41
658,744,607
642,638,612
118,163,427
264,144,290
401,8,38
196,382,997
221,318,129
767,944,80
352,406,314
359,942,317
887,398,215
34,639,40
631,539,82
497,414,402
802,992,291
222,448,586
405,820,630
33,536,988
743,117,298
69,398,316
989,3,717
514,59,666
263,532,514
699,897,199
188,165,449
714,415,895
284,565,608
331,415,599
176,193,511
627,561,490
404,101,244
661,113,869
975,340,38
656,445,553
167,262,308
678,906,164
928,52,838
688,117,606
256,720,528
771,610,659
28,78,896
98,253,145
509,268,561
777,116,614
183,798,44
163,576,476
83,431,414
111,8,782
61,231,757
113,622,357
425,742,693
919,759,919
281,247,111
147,295,837
906,282,399
498,925,157
82,640,796
519,25,944
220,176,326
801,721,130
503,961,999
971,712,319
242,669,440
841,441,555
211,206,583
819,675,380
913,811,285
559,463,680
912,121,230
913,674,576
345,1,101
896,399,768
500,838,243
254,282,846
682,971,414
381,665,970
154,604,178
306,255,439
119,112,590
948,346,881
573,695,883
261,518,831
338,667,204
911,826,945
473,642,59
487,482,405
716,954,770
783,802,502
905,819,870
1000,937,611
777,155,202
629,499,246
81,353,634
848,225,745
567,581,211
683,886,421
450,655,232
467,327,980
936,842,692
251,307,68
667,917,44
764,273,288
939,663,949
674,609,265
715,789,984
1,920,663
250,664,426
261,900,310
563,751,5
504,725,469
60,380,99
785,827,82
451,562,367
844,519,748
62,22,163
1000,492,735
54,155,52
633,370,167
49,179,724
149,694,109
20,144,155
165,76,721
740,209,324
592,753,375
76,689,904
489,742,577
417,955,515
299,998,312
388,788,529
406,581,213
904,244,721
506,890,505
398,260,583
451,529,557
486,624,998
803,659,840
89,86,196
820,226,693
879,296,857
434,16,574
745,408,742
171,572,993
634,762,17
34,560,426
810,967,506
846,29,910
215,719,671
173,581,342
323,386,132
172,400,982
146,924,923
966,718,792
397,498,506
334,347,912
527,628,118
507,63,404
378,774,107
398,291,435
534,806,252
454,900,471
306,854,266
844,662,537
119,41,301
821,829,361
914,708,943
376,547,175
55,195,111
686,77,243
103,721,248
928,841,191
847,449,550
745,305,370
774,301,67
91,493,132
654,514,573
662,57,384
641,713,561
179,723,38
29,32,54
170,494,520
945,886,962
532,404,479
802,598,594
467,827,472
327,715,500
461,863,111
913,989,298
748,943,339
107,316,163
165,209,581
476,826,822
539,318,932
918,836,597
560,771,696
804,962,964
334,871,245
818,205,233
540,644,48
162,892,943
972,372,499
285,745,819
120,520,689
521,860,322
523,521,675
524,354,585
722,398,912
234,143,723
937,793,488
556,642,190
247,550,404
63,584,382
817,588,975
353,827,860
330,847,434
482,565,951
528,971,819
900,780,45
845,480,444
251,141,96
893,743,278
859,558,273
41,627,630
351,811,415
49,812,4
237,411,682
805,792,752
645,383,912
1000,16,93
996,571,371
412,241,547
460,464,967
211,17,931
8,659,494
551,824,450
78,404,111
522,744,146
634,989,795
790,807,692
939,996,513
853,698,277
215,814,859
392,91,490
837,357,23
286,17,287
454,660,561
988,156,387
904,579,6
434,405,885
299,889,444
63,677,211
970,422,905
777,790,957
17,420,311
925,335,630
476,31,738
617,229,137
298,798,44
646,43,610
309,791,477
894,246,14
381,40,554
886,280,880
616,367,999
161,819,596
289,330,333
948,500,897
348,324,34
248,583,855
215,759,610
768,332,270
148,266,633
520,786,273
45,980,56
778,993,913
662,136,477
125,156,404
872,897,230
702,588,379
365,928,53
501,334,864
897,628,676
685,89,172
951,760,708
747,850,24
126,170,204
454,374,954
411,963,520
611,538,970
673,741,825
295,84,250
170,306,554
911,713,417
361,611,943
898,553,359
521,947,196
145,381,591
821,956,430
846,358,687
630,602,565
996,15,581
586,912,920
883,50,901
721,711,367
803,594,587
742,291,258
485,786,1
208,59,347
92,265,439
289,807,949
678,537,760
174,610,509
414,332,524
835,25,895
442,980,223
862,215,726
831,121,10
290,668,475
170,332,144
797,76,507
740,702,918
534,98,678
230,193,209
822,887,710
906,661,550
923,428,92
919,943,258
445,110,671
965,864,571
17,189,721
128,202,449
415,181,569
65,42,586
824,65,811
347,144,564
636,985,836
324,843,548
924,165,551
421,218,47
274,926,525
111,793,436
306,750,770
188,964,694
312,119,202
320,298,684
851,772,186
301,177,953
605,549,698
988,735,405
604,39,494
215,986,687
38,263,136
974,175,904
740,519,189
374,517,879
521,500,974
862,171,947
122,466,707
339,104,787
823,681,562
853,15,685
753,708,625
8,826,111
919,20,885
248,876,59
787,123,616
623,955,215
161,701,21
42,669,416
188,134,63
830,919,254
428,159,777
621,833,607
610,356,252
203,951,665
690,344,461
843,707,215
465,221,830
617,468,860
277,194,914
236,192,436
446,171,725
502,920,609
198,599,456
741,877,460
5,505,310
630,925,432
305,317,127
993,117,428
819,469,635
648,855,790
815,767,851
11,257,87
743,167,901
176,311,843
386,541,140
723,974,457
51,666,989
160,139,79
702,921,918
592,420,824
547,538,100
361,73,391
530,152,203
540,573,179
443,460,379
29,7,976
679,378,354
168,446,663
107,507,133
53,517,105
540,981,975
145,684,165
469,699,746
355,691,489
737,25,732
752,23,520
343,94,336
966,365,437
777,792,47
146,787,26
321,322,564
139,389,563
338,466,844
308,631,63
233,9,647
302,876,322
668,390,219
449,584,293
511,887,105
865,334,71
579,30,50
688,635,814
622,695,265
611,860,169
372,172,787
384,35,554
212,386,2
254,657,569
729,815,668
567,280,126
292,323,98
38,674,228
942,912,519
609,564,35
748,669,827
815,888,551
804,624,551
951,298,967
317,869,225
127,139,616
248,275,175
873,775,666
902,391,570
120,939,317
957,879,26
764,541,378
55,806,282
489,150,155
643,460,516
525,838,893
185,483,470
767,910,408
456,625,965
645,87,480
976,592,721
849,709,416
208,611,393
725,514,977
477,388,528
444,280,516
836,12,186
444,612,966
931,204,64
198,57,667
269,138,472
172,85,791
201,971,322
723,216,356
921,993,279
309,374,77
865,774,7
61,469,45
467,500,61
623,686,427
843,155,502
789,914,674
892,377,501
586,805,191
750,313,377
431,450,483
928,33,151
152,564,61
458,245,896
913,796,697
580,913,773
993,297,257
